2024-02-23,13:49:00.051,Begin, Starting intake
2024-02-23,13:49:01.197,Key 1 pressed
2024-02-23,13:49:01.395,Special key Key.enter pressed
2024-02-23,13:49:02.445,Key 1 pressed
2024-02-23,13:49:02.633,Special key Key.enter pressed
2024-02-23,13:49:05.046,Special key Key.enter pressed
2024-02-23,13:49:07.521,Special key Key.ctrl pressed
2024-02-23,13:49:07.632,Key c pressed
2024-02-23,13:49:09.195,Key q pressed
2024-02-23,13:49:09.345,Key u pressed
2024-02-23,13:49:09.407,Key i pressed
2024-02-23,13:49:09.520,Key t pressed
2024-02-23,13:49:09.657,Special key Key.enter pressed
